0
0 1
938 457 1
938 2972 1
938 898 1
938 6231 1
938 3033 1
938 6659 1
938 2644 1
938 759 1
938 3314 1
938 7042 1
938 7975 1
938 8434 1
938 914 1
938 7435 1
938 8039 1
938 818 1
938 1095 1
938 4233 1
938 10166 1
938 82 1
938 5372 1
938 6722 1
938 6162 1
938 2655 1
938 4570 1
938 801 1
938 4913 1
938 337 1
938 8240 1
938 5456 1
938 2131 1
938 1874 1
938 6674 1
938 3059 1
938 7315 1
938 11305 1
938 5710 1
938 1473 1
938 11126 1
938 377 1
938 7085 1
938 5369 1
938 8248 1
938 2060 1
938 1521 1
938 2905 1
938 7592 1
938 12567 1
938 2215 1
938 8827 1
938 1381 1
938 199 1
938 10834 1
938 3265 1
938 2766 1
938 8205 1
938 81 1
938 1561 1
938 10623 1
938 5154 1
938 940 1
938 5867 1
938 9111 1
938 10434 1
938 866 1
938 6418 1
938 349 1
938 2441 1
938 2436 1
938 6787 1
938 2641 1
938 1082 1
938 4719 1
938 4308 1
938 996 1
938 601 1
938 1703 1
938 8440 1
938 4889 1
938 1351 1
938 1700 1
938 10259 1
938 7881 1
938 963 1
938 6915 1
938 5565 1
938 4297 1
938 5212 1
938 373 1
938 3519 1
938 1794 1
938 621 1
938 717 1
938 687 1
938 482 1
938 2065 1
938 3463 1
938 4321 1
938 575 1
938 6541 1
938 5982 1
938 8453 1
938 3350 1
938 3170 1
938 8128 1
938 2498 1
938 6012 1
938 9269 1
938 2362 1
938 1457 1
938 9336 1
938 1543 1
938 876 1
938 502 1
938 2831 1
938 1206 1
938 1965 1
938 788 1
938 165 1
938 253 1
938 1670 1
938 5110 1
939 5334 1
939 10479 1
939 7975 1
939 4867 1
939 4284 1
939 9761 1
939 4366 1
939 4373 1
939 950 1
939 5949 1
939 195 1
939 6609 1
939 10573 1
939 307 1
939 3396 1
939 4519 1
939 1272 1
939 1766 1
939 1353 1
939 1856 1
939 4744 1
939 941 1
939 2923 1
939 4347 1
939 3160 1
939 2499 1
939 5522 1
939 785 1
939 987 1
939 1206 1
939 1434 1
939 29 1
939 9316 1
939 1671 1
939 6194 1
939 580 1
939 6951 1
939 6107 1
939 3925 1
940 2196 1
940 12426 1
940 3883 1
940 1864 1
940 2477 1
940 12030 1
940 2504 1
940 6793 1
940 4017 1
940 3024 1
940 1759 1
940 7951 1
940 392 1
940 8382 1
940 6624 1
940 5059 1
940 261 1
940 6110 1
940 7028 1
940 2314 1
940 6774 1
940 2971 1
940 10590 1
940 4604 1
940 4623 1
940 1098 1
940 10809 1
940 9309 1
940 9143 1
941 6173 1
941 2003 1
941 2354 1
941 1154 1
941 7124 1
941 854 1
941 2729 1
941 244 1
941 2821 1
941 911 1
941 1332 1
941 3947 1
941 636 1
941 10430 1
941 7111 1
941 6644 1
941 10746 1
941 6297 1
941 2507 1
941 1646 1
941 1874 1
941 4275 1
941 704 1
941 1272 1
941 78 1
941 505 1
941 2444 1
941 8783 1
941 912 1
941 1972 1
941 6006 1
941 8040 1
941 7935 1
941 3350 1
941 10144 1
941 262 1
941 6993 1
941 9515 1
941 2837 1
941 9345 1
941 489 1
941 5033 1
941 7799 1
941 11225 1
941 1847 1
941 3385 1
941 7561 1
941 589 1
941 4405 1
941 9465 1
941 2659 1
941 9503 1
941 856 1
941 1120 1
941 2498 1
941 6200 1
941 950 1
941 2054 1
941 6930 1
941 2866 1
941 8208 1
941 5883 1
941 377 1
941 3943 1
941 7293 1
941 9776 1
941 3059 1
941 1440 1
941 1718 1
941 6584 1
941 4482 1
941 1642 1
941 4683 1
941 942 1
941 1669 1
941 273 1
941 7744 1
941 3380 1
941 111 1
941 247 1
941 4336 1
941 3280 1
941 941 1
941 1346 1
941 12562 1
942 7034 1
942 1001 1
942 285 1
942 330 1
942 5530 1
942 943 1
942 1087 1
942 3353 1
942 2853 1
942 1586 1
942 1043 1
942 3539 1
942 11901 1
942 1484 1
942 451 1
943 3007 1
943 3949 1
943 477 1
943 3024 1
943 4803 1
943 5474 1
943 6729 1
943 944 1
943 1650 1
943 6536 1
943 4528 1
943 5178 1
943 5728 1
943 214 1
943 6057 1
943 10448 1
943 3167 1
943 8430 1
943 5712 1
943 3859 1
943 3920 1
943 2558 1
943 4661 1
943 5933 1
943 9321 1
943 6432 1
943 9370 1
944 1178 1
944 6750 1
944 1172 1
944 7988 1
944 10812 1
944 197 1
944 1334 1
944 1196 1
944 6076 1
944 2230 1
944 374 1
944 1571 1
944 7778 1
944 3960 1
944 68 1
944 3014 1
944 7658 1
944 140 1
944 1644 1
944 8982 1
944 40 1
944 335 1
944 7606 1
944 12279 1
944 1584 1
944 2078 1
944 2670 1
944 3232 1
944 3063 1
944 2680 1
944 2353 1
944 8518 1
944 10580 1
944 508 1
944 10231 1
944 3209 1
944 1192 1
944 4178 1
944 1226 1
944 1831 1
944 1690 1
944 10151 1
944 945 1
944 6797 1
944 1660 1
944 3353 1
944 2700 1
944 5664 1
944 953 1
944 3863 1
944 977 1
944 3853 1
944 1751 1
944 330 1
944 4200 1
944 7576 1
944 2782 1
944 657 1
944 3183 1
944 6 1
944 3540 1
944 4002 1
944 472 1
944 9971 1
944 1051 1
944 11777 1
944 2042 1
944 1031 1
944 2365 1
944 703 1
944 6523 1
944 4589 1
944 1308 1
944 5690 1
944 4445 1
944 3542 1
944 1396 1
945 8677 1
945 947 1
945 7541 1
945 1464 1
945 2914 1
945 6399 1
945 2329 1
945 1671 1
945 2077 1
945 2930 1
945 6915 1
945 3396 1
945 5031 1
945 1241 1
945 1410 1
945 3105 1
945 1965 1
945 3403 1
945 30 1
945 1526 1
945 4554 1
945 10119 1
945 1912 1
945 1052 1
945 2614 1
945 85 1
945 4044 1
945 1017 1
945 3160 1
945 2448 1
945 885 1
945 878 1
945 4284 1
946 2342 1
946 1635 1
946 939 1
946 2045 1
946 12227 1
946 1133 1
946 2820 1
946 4033 1
946 3528 1
946 2229 1
946 9886 1
946 10977 1
946 8321 1
946 7872 1
946 2185 1
946 2369 1
946 5029 1
946 948 1
946 556 1
946 12886 1
946 11395 1
946 430 1
946 11282 1
946 3137 1
946 3681 1
946 208 1
947 2016 1
947 950 1
947 273 1
947 1473 1
947 2801 1
947 244 1
947 1269 1
947 2533 1
947 6248 1
947 884 1
947 6234 1
947 1373 1
947 4594 1
947 2996 1
947 704 1
947 929 1
947 452 1
947 1368 1
948 2841 1
948 500 1
948 2572 1
948 10568 1
948 6152 1
948 6840 1
948 194 1
948 8320 1
948 4529 1
948 1048 1
948 2245 1
948 7386 1
948 485 1
948 6257 1
948 4558 1
948 8011 1
948 112 1
948 4672 1
948 136 1
948 6783 1
948 2705 1
948 3559 1
948 8104 1
948 7809 1
948 3156 1
949 616 1
949 226 1
949 1552 1
949 288 1
949 3553 1
949 5986 1
949 1726 1
949 6770 1
949 1469 1
949 11079 1
949 14 1
949 3029 1
949 6204 1
949 10015 1
949 8037 1
949 12065 1
949 3199 1
949 1998 1
949 12724 1
949 8022 1
949 100 1
949 951 1
949 3266 1
949 3020 1
949 5171 1
949 6979 1
950 1 1
950 11976 1
950 9410 1
950 952 1
950 7553 1
950 5355 1
950 11261 1
950 12385 1
950 2812 1
950 4079 1
950 4089 1
950 549 1
950 10381 1
950 8219 1
950 1806 1
950 11038 1
950 1271 1
950 6721 1
950 833 1
950 4651 1
950 4382 1
950 10458 1
950 1276 1
950 3547 1
950 2681 1
950 8045 1
950 1480 1
950 1625 1
950 11205 1
950 9128 1
950 93 1
950 1805 1
950 8755 1
950 1272 1
950 2493 1
950 3223 1
950 4762 1
950 12016 1
950 10632 1
950 2112 1
950 3780 1
950 7942 1
950 1482 1
950 698 1
950 9902 1
950 1686 1
950 6683 1
950 3227 1
950 11356 1
950 6710 1
950 7196 1
950 9433 1
950 2802 1
950 3214 1
950 10490 1
950 9303 1
950 7888 1
950 5638 1
950 8863 1
950 3742 1
950 6347 1
950 4061 1
950 4748 1
950 9769 1
950 1802 1
950 5099 1
950 2884 1
950 8091 1
950 5952 1
950 6600 1
950 5658 1
950 8743 1
950 372 1
950 8338 1
950 5194 1
950 7808 1
950 10450 1
950 8962 1
950 1737 1
950 5668 1
951 5198 1
951 2985 1
951 4097 1
951 4345 1
951 5596 1
951 40 1
951 4004 1
951 3090 1
951 5394 1
951 3801 1
951 2100 1
951 667 1
951 5829 1
951 3616 1
951 1377 1
951 6750 1
951 5929 1
951 4014 1
951 953 1
951 2421 1
951 7223 1
951 5525 1
951 1551 1
951 5854 1
951 7211 1
951 4049 1
951 2919 1
952 4534 1
952 5444 1
952 9846 1
952 2672 1
952 1012 1
952 59 1
952 3446 1
952 8543 1
952 5683 1
952 2031 1
952 1764 1
952 1192 1
952 1104 1
952 6711 1
952 6403 1
952 10846 1
952 4105 1
952 2163 1
952 908 1
952 8936 1
952 4828 1
952 5065 1
952 6159 1
952 10979 1
952 51 1
952 993 1
952 505 1
952 5906 1
952 4531 1
952 5079 1
952 478 1
952 1441 1
952 2754 1
952 7876 1
952 1450 1
952 487 1
952 5137 1
952 1742 1
952 3273 1
952 5833 1
952 379 1
952 5445 1
952 3409 1
952 12639 1
952 7237 1
952 11023 1
952 6631 1
952 8224 1
952 8172 1
952 4334 1
952 2595 1
952 7764 1
952 7460 1
952 3151 1
952 4067 1
952 9149 1
952 6876 1
952 1580 1
952 7582 1
952 1938 1
952 1014 1
952 6035 1
952 3933 1
952 11761 1
952 3180 1
952 7881 1
952 4476 1
952 9184 1
952 2038 1
952 2138 1
952 11309 1
952 2841 1
952 1728 1
952 2779 1
952 6825 1
952 7750 1
952 178 1
952 4547 1
952 1182 1
952 1255 1
952 86 1
952 8068 1
952 5376 1
952 3462 1
952 2243 1
952 1143 1
952 3201 1
952 667 1
952 3039 1
952 6851 1
952 9478 1
952 6132 1
952 11867 1
952 1145 1
952 580 1
952 10082 1
952 1364 1
952 1228 1
952 3129 1
952 10723 1
952 3111 1
952 2866 1
952 950 1
952 3791 1
952 8678 1
952 7966 1
952 3408 1
952 7807 1
952 678 1
952 8635 1
952 3 1
952 9235 1
952 2614 1
952 3224 1
952 8403 1
952 4342 1
952 8119 1
952 2060 1
952 103 1
952 4593 1
952 3096 1
952 373 1
952 7075 1
952 1060 1
952 774 1
952 5667 1
952 4923 1
952 1968 1
952 5401 1
952 4529 1
952 986 1
952 5033 1
952 2401 1
952 4546 1
952 9694 1
952 3943 1
952 3873 1
952 66 1
952 2445 1
952 5811 1
952 3335 1
952 2369 1
952 5787 1
952 878 1
952 7878 1
952 3861 1
952 7882 1
952 1527 1
952 1788 1
952 5652 1
952 7141 1
952 5259 1
952 7663 1
952 2296 1
952 1825 1
952 909 1
952 1979 1
952 9608 1
952 784 1
952 5783 1
952 1936 1
952 3974 1
952 5017 1
952 4664 1
952 2135 1
952 6248 1
952 443 1
952 3153 1
952 1725 1
952 2903 1
952 0 1
952 2355 1
952 1579 1
952 6329 1
952 5368 1
952 95 1
952 327 1
952 7753 1
952 704 1
952 2547 1
952 555 1
952 8461 1
952 5199 1
952 11245 1
952 2200 1
952 503 1
952 3789 1
952 8541 1
952 2901 1
952 1498 1
952 1249 1
952 5261 1
952 5837 1
952 8023 1
952 7912 1
952 6824 1
952 517 1
952 12135 1
952 6611 1
952 70 1
952 3837 1
952 7469 1
952 2073 1
952 8084 1
952 1649 1
952 1682 1
952 3253 1
952 621 1
952 2413 1
952 10154 1
952 4049 1
952 2914 1
952 6766 1
952 4163 1
952 11751 1
952 2770 1
952 72 1
952 6092 1
952 10879 1
952 398 1
952 6948 1
952 304 1
952 5386 1
952 11084 1
952 4224 1
952 4569 1
952 8147 1
952 5962 1
952 5929 1
952 1586 1
952 4341 1
952 4090 1
952 11773 1
952 1343 1
952 911 1
952 7860 1
952 9573 1
952 5679 1
952 6451 1
952 2878 1
952 2156 1
952 954 1
952 601 1
952 40 1
952 9014 1
952 5729 1
952 4310 1
952 2260 1
952 3071 1
952 9314 1
953 1622 1
953 7579 1
953 6397 1
953 219 1
953 8798 1
953 6340 1
953 9119 1
953 2414 1
953 9265 1
953 955 1
953 7587 1
953 3002 1
954 3431 1
954 4990 1
954 1172 1
954 3559 1
954 23 1
954 308 1
954 7744 1
954 4342 1
954 3433 1
954 1669 1
954 10682 1
954 78 1
954 5869 1
954 2938 1
954 2656 1
954 327 1
954 394 1
954 292 1
954 269 1
955 1152 1
955 9116 1
955 10892 1
955 1389 1
955 2809 1
955 2487 1
955 8477 1
955 850 1
955 222 1
955 9620 1
955 163 1
955 3682 1
955 1864 1
955 3802 1
955 3548 1
955 1299 1
955 9674 1
955 5475 1
955 7351 1
955 6614 1
955 2341 1
955 392 1
955 3518 1
955 37 1
955 10318 1
955 9415 1
955 100 1
955 2590 1
955 10037 1
955 5852 1
955 477 1
955 261 1
955 3414 1
955 4959 1
955 14 1
955 1791 1
955 956 1
956 8523 1
956 4266 1
956 5109 1
956 4813 1
956 6925 1
956 1107 1
956 7904 1
956 13324 1
956 1098 1
956 6839 1
956 544 1
956 2554 1
956 2908 1
956 3913 1
956 1870 1
956 5257 1
956 3852 1
956 1638 1
956 1452 1
956 526 1
956 3341 1
956 3003 1
956 2337 1
956 10990 1
956 5848 1
956 8160 1
956 135 1
956 8142 1
956 1991 1
956 1015 1
956 1085 1
956 729 1
956 6183 1
956 3164 1
956 1197 1
956 4746 1
956 318 1
956 2710 1
956 3261 1
957 6626 1
957 8931 1
957 2338 1
957 53 1
957 2233 1
957 3241 1
957 577 1
957 393 1
957 11589 1
957 2229 1
957 12329 1
957 494 1
957 7322 1
957 2260 1
957 11274 1
957 2411 1
957 359 1
957 2380 1
957 3615 1
957 2252 1
957 7552 1
957 13035 1
957 5463 1
957 3737 1
957 953 1
958 22 1
958 11443 1
958 570 1
958 467 1
958 5050 1
958 6574 1
958 9392 1
958 39 1
958 10270 1
958 2946 1
958 2131 1
958 1756 1
958 3268 1
958 4450 1
958 9997 1
959 304 1
959 2266 1
959 3433 1
959 2804 1
959 689 1
959 4424 1
959 5586 1
959 10224 1
959 7663 1
959 878 1
959 5806 1
959 3010 1
959 2527 1
959 4826 1
959 3431 1
959 401 1
959 5902 1
959 4328 1
959 4903 1
959 2003 1
959 4853 1
959 1272 1
959 4253 1
959 3933 1
959 5792 1
959 2131 1
959 5455 1
959 3373 1
959 428 1
959 1369 1
959 5048 1
959 2486 1
959 11287 1
959 523 1
959 3355 1
959 3877 1
959 23 1
959 611 1
959 11696 1
959 384 1
959 9488 1
959 1368 1
959 2475 1
959 1481 1
959 11747 1
959 2938 1
959 6689 1
959 2740 1
959 5654 1
959 7577 1
959 662 1
959 268 1
959 141 1
959 3448 1
959 5972 1
959 5853 1
959 1410 1
959 7407 1
959 327 1
959 1306 1
959 4108 1
959 6822 1
959 5918 1
959 1395 1
959 5246 1
959 3670 1
959 2426 1
959 1849 1
959 876 1
959 2702 1
959 2311 1
959 33 1
959 9067 1
959 8776 1
959 936 1
959 4128 1
959 6609 1
959 5416 1
959 8301 1
959 6173 1
960 12394 1
960 8471 1
960 6686 1
960 7562 1
960 3199 1
960 5299 1
960 8017 1
960 1086 1
960 2875 1
960 5911 1
960 6527 1
960 3486 1
960 9425 1
960 958 1
960 10285 1
960 4919 1
960 2682 1
960 1650 1
960 4639 1
960 1299 1
960 6897 1
960 9949 1
960 5342 1
960 5256 1
960 2377 1
960 6204 1
960 5506 1
960 10683 1
960 461 1
961 2931 1
961 667 1
961 1586 1
961 5837 1
961 5212 1
961 3026 1
961 8857 1
961 878 1
961 2729 1
961 4828 1
961 2793 1
961 3559 1
961 558 1
961 148 1
961 959 1
961 11303 1
961 465 1
961 1172 1
961 247 1
961 784 1
961 11668 1
961 295 1
961 3216 1
961 2801 1
961 1658 1
961 503 1
961 8952 1
961 1272 1
961 12202 1
961 1912 1
961 5593 1
962 2149 1
962 5487 1
962 6840 1
962 12886 1
962 3406 1
962 5219 1
962 188 1
962 8143 1
962 1382 1
962 95 1
962 4027 1
962 631 1
962 960 1
962 5340 1
962 2958 1
963 9924 1
963 10799 1
963 7737 1
963 3459 1
963 959 1
963 5261 1
963 4032 1
963 891 1
963 1647 1
963 1196 1
963 4865 1
963 2212 1
963 1270 1
963 4330 1
963 7228 1
963 1674 1
963 4002 1
963 1934 1
963 667 1
963 1226 1
963 6978 1
963 3760 1
963 1471 1
963 1032 1
963 54 1
963 3469 1
963 364 1
963 961 1
963 3370 1
963 310 1
963 2792 1
964 13368 1
964 4542 1
964 11699 1
964 10259 1
964 3493 1
964 1937 1
964 6111 1
964 8885 1
964 308 1
964 704 1
964 482 1
964 1261 1
964 4954 1
964 5314 1
964 12173 1
964 9434 1
964 3140 1
964 962 1
964 5916 1
964 3431 1
964 2903 1
964 13284 1
964 2156 1
964 6486 1
964 3772 1
964 6754 1
964 3373 1
965 7026 1
965 5921 1
965 2823 1
965 2954 1
965 4909 1
965 5092 1
965 23 1
965 1372 1
965 1182 1
965 848 1
965 81 1
965 4574 1
965 4128 1
965 6708 1
965 1247 1
965 3185 1
965 484 1
965 3812 1
965 2113 1
965 3943 1
965 1847 1
965 2844 1
965 1658 1
965 963 1
965 12668 1
965 1345 1
965 5146 1
965 2661 1
966 7993 1
966 5850 1
966 697 1
966 5649 1
966 9541 1
966 4118 1
966 3529 1
966 8252 1
966 4796 1
966 385 1
966 8054 1
966 2250 1
966 7882 1
966 1408 1
966 6752 1
966 12105 1
966 6092 1
966 3349 1
966 7918 1
966 1935 1
966 2770 1
966 6639 1
966 217 1
966 1735 1
966 180 1
966 227 1
966 8201 1
966 1125 1
966 994 1
966 1419 1
966 4713 1
966 1714 1
966 5940 1
966 5729 1
966 4504 1
966 4398 1
966 11754 1
966 4139 1
966 3262 1
966 13320 1
966 3068 1
966 3713 1
966 8788 1
966 7746 1
966 7654 1
966 2271 1
966 964 1
966 2013 1
966 136 1
966 8878 1
966 749 1
966 11411 1
966 4372 1
966 1459 1
966 5313 1
966 548 1
966 1894 1
966 12738 1
966 11113 1
966 8609 1
966 3738 1
966 9768 1
966 3527 1
966 11990 1
966 8521 1
966 3230 1
966 10565 1
966 218 1
966 9737 1
966 9731 1
966 5948 1
966 8118 1
966 10006 1
966 12713 1
966 11576 1
966 1690 1
966 657 1
966 7482 1
966 4314 1
966 4496 1
966 3535 1
966 189 1
966 1324 1
966 9364 1
966 7642 1
966 6163 1
966 1225 1
966 9338 1
966 6373 1
966 6943 1
966 9807 1
966 5694 1
966 2691 1
966 2179 1
966 1020 1
967 2904 1
967 2141 1
967 1793 1
967 103 1
967 630 1
967 1272 1
967 3160 1
967 556 1
967 131 1
967 3149 1
967 3026 1
967 2142 1
967 1262 1
967 6246 1
967 626 1
967 8328 1
967 2595 1
967 1393 1
967 6326 1
967 4891 1
967 8899 1
967 1368 1
967 1429 1
968 3314 1
968 20 1
968 1649 1
968 4345 1
968 7140 1
968 327 1
968 82 1
968 405 1
968 4675 1
968 1269 1
968 8581 1
968 333 1
968 8795 1
968 2667 1
968 9633 1
968 999 1
968 112 1
968 4838 1
968 2141 1
968 2895 1
968 6737 1
968 1648 1
968 3203 1
968 9061 1
968 1250 1
968 2595 1
968 3538 1
968 133 1
968 66 1
968 1247 1
968 3373 1
968 2244 1
968 4648 1
968 965 1
968 3730 1
968 6595 1
969 3360 1
969 896 1
969 1338 1
969 121 1
969 1029 1
969 1963 1
969 6124 1
969 370 1
969 170 1
969 8750 1
969 3099 1
969 6165 1
969 5288 1
969 636 1
969 3097 1
969 2650 1
969 6930 1
969 966 1
969 7591 1
969 247 1
969 1658 1
969 2702 1
969 3517 1
969 13008 1
970 2155 1
970 5072 1
970 556 1
970 443 1
970 7370 1
970 2755 1
970 11375 1
970 3370 1
970 1946 1
970 2398 1
970 967 1
970 8543 1
970 1678 1
971 2954 1
971 1524 1
971 601 1
971 5652 1
971 2801 1
971 1658 1
971 973 1
971 2669 1
971 589 1
971 348 1
971 6341 1
971 841 1
971 687 1
971 6399 1
971 9283 1
971 6486 1
971 5565 1
971 20 1
971 273 1
971 304 1
971 9871 1
971 4163 1
971 1948 1
971 8496 1
971 5837 1
971 968 1
971 4273 1
971 10166 1
971 5740 1
971 1241 1
971 2914 1
971 5787 1
971 4540 1
971 4033 1
971 2225 1
971 5999 1
971 522 1
971 6763 1
971 2387 1
971 710 1
972 7586 1
972 7898 1
972 8376 1
972 969 1
972 872 1
972 752 1
972 6 1
972 8643 1
972 736 1
972 5751 1
972 5494 1
972 1882 1
972 1536 1
972 258 1
972 10571 1
972 10388 1
972 77 1
972 3629 1
972 11240 1
972 11113 1
973 29 1
973 2056 1
973 12153 1
973 1768 1
973 970 1
973 2273 1
973 3601 1
973 3421 1
973 11037 1
973 1069 1
973 2810 1
973 3335 1
973 11904 1
973 2395 1
973 1818 1
973 11413 1
973 2420 1
973 9508 1
973 5393 1
973 2331 1
973 715 1
973 3961 1
973 568 1
973 6511 1
973 2786 1
973 10657 1
973 4463 1
973 1597 1
973 249 1
973 854 1
973 5143 1
973 7982 1
973 2495 1
973 971 1
973 4046 1
973 1209 1
973 1034 1
973 8331 1
973 4480 1
973 6000 1
973 695 1
973 523 1
973 818 1
973 2791 1
973 2433 1
973 642 1
973 576 1
973 1016 1
973 2804 1
973 6955 1
973 585 1
973 247 1
973 8121 1
973 9545 1
973 5740 1
974 279 1
974 8930 1
974 971 1
974 12140 1
974 7613 1
974 2463 1
974 39 1
974 2665 1
974 1251 1
974 2208 1
974 6444 1
974 12611 1
974 2275 1
974 3566 1
974 3093 1
974 7998 1
974 7540 1
974 1286 1
974 3797 1
974 4196 1
974 3961 1
974 824 1
974 3925 1
974 11055 1
974 817 1
974 3185 1
974 4883 1
974 1372 1
974 570 1
974 1937 1
974 6274 1
975 6397 1
975 3842 1
975 9344 1
975 5025 1
975 5262 1
975 6818 1
975 1625 1
975 644 1
975 4975 1
975 13052 1
975 2689 1
975 3888 1
975 2771 1
975 5099 1
975 12704 1
975 7838 1
975 7676 1
975 3595 1
975 8984 1
975 9399 1
975 83 1
975 3074 1
975 3130 1
975 2617 1
975 8418 1
975 5837 1
975 3256 1
975 4832 1
975 667 1
975 3704 1
975 1959 1
975 11230 1
975 5570 1
975 4910 1
975 894 1
975 1412 1
975 8934 1
975 3162 1
975 1590 1
975 5557 1
975 972 1
976 487 1
976 987 1
976 8842 1
976 1353 1
976 2822 1
976 973 1
976 3135 1
976 12364 1
976 6015 1
976 1744 1
976 1769 1
976 128 1
976 1953 1
976 5003 1
976 2973 1
976 3940 1
976 8588 1
976 1000 1
976 6609 1
976 2850 1
976 6456 1
976 2036 1
976 3049 1
976 6275 1
976 3708 1
977 10503 1
977 9755 1
977 10722 1
977 7773 1
977 1469 1
977 9160 1
977 3757 1
977 11513 1
977 956 1
977 9634 1
977 65 1
977 8565 1
977 7341 1
977 2385 1
977 388 1
977 11097 1
977 135 1
977 13524 1
977 3434 1
977 650 1
977 6692 1
977 974 1
977 3164 1
977 6579 1
977 8705 1
977 5716 1
977 116 1
977 8544 1
977 4492 1
977 6210 1
977 7901 1
977 10106 1
977 10052 1
978 6783 1
978 5530 1
978 6611 1
978 8732 1
978 6059 1
978 12908 1
978 335 1
978 5644 1
978 10598 1
978 5376 1
978 1219 1
978 7638 1
978 780 1
978 2615 1
978 1441 1
978 2633 1
978 6092 1
978 2252 1
978 995 1
978 600 1
978 3004 1
978 6900 1
978 1605 1
978 4326 1
978 2080 1
978 1001 1
978 3118 1
978 10705 1
978 6811 1
978 749 1
978 4211 1
978 5065 1
978 2187 1
978 975 1
978 273 1
978 4634 1
978 2488 1
978 3046 1
978 2089 1
978 3572 1
978 494 1
978 631 1
978 310 1
978 2021 1
978 1430 1
978 2171 1
978 4199 1
978 12619 1
978 905 1
978 11076 1
978 1174 1
978 6241 1
978 9131 1
978 2424 1
978 9945 1
978 429 1
978 7505 1
978 7460 1
978 4043 1
978 2647 1
978 3476 1
978 1092 1
978 8678 1
978 4107 1
978 2622 1
978 2637 1
978 11206 1
978 4033 1
978 2813 1
978 7305 1
979 93 1
979 1802 1
979 4656 1
979 4762 1
979 5349 1
979 1749 1
979 6854 1
979 976 1
979 12544 1
979 6460 1
979 9552 1
979 4318 1
979 1625 1
979 648 1
979 3286 1
979 7888 1
979 6494 1
979 9056 1
979 931 1
979 3547 1
980 1172 1
980 6763 1
980 1082 1
980 5220 1
980 11526 1
980 6144 1
980 4029 1
980 1639 1
980 5778 1
980 3033 1
980 2384 1
980 4423 1
980 2054 1
980 3592 1
980 263 1
980 6084 1
980 5740 1
980 6666 1
980 1355 1
980 1527 1
980 1784 1
980 966 1
980 2757 1
980 2914 1
980 72 1
980 5094 1
980 4923 1
980 8251 1
980 798 1
980 20 1
980 8424 1
980 2166 1
980 1182 1
980 992 1
980 3160 1
980 13364 1
980 373 1
980 7206 1
980 5244 1
980 6792 1
980 560 1
980 11144 1
980 1161 1
980 2946 1
980 2752 1
980 2249 1
980 5502 1
980 81 1
980 1353 1
980 4333 1
980 5924 1
980 1339 1
980 4196 1
980 1456 1
980 12322 1
980 6495 1
980 2572 1
980 3406 1
980 4638 1
980 1438 1
980 2160 1
980 4675 1
980 1373 1
980 1744 1
980 6042 1
980 213 1
980 3923 1
980 4864 1
980 517 1
980 6609 1
980 5883 1
980 2716 1
980 3026 1
980 3932 1
980 2923 1
980 11747 1
980 941 1
980 5949 1
980 3099 1
980 2720 1
980 1587 1
980 8291 1
980 1186 1
980 3772 1
980 1937 1
980 9262 1
980 2435 1
980 7540 1
980 1965 1
980 13240 1
980 8384 1
980 4835 1
980 6663 1
980 2433 1
980 66 1
980 3925 1
980 379 1
980 307 1
980 1658 1
980 1432 1
980 1428 1
980 7209 1
980 4033 1
980 12922 1
981 5815 1
981 5009 1
981 1518 1
981 7557 1
981 4810 1
981 6033 1
981 8143 1
981 1294 1
981 4518 1
981 2798 1
981 920 1
981 422 1
981 2083 1
981 5588 1
981 5272 1
981 1419 1
981 810 1
981 3222 1
981 9689 1
981 1310 1
981 2663 1
981 1367 1
981 2965 1
981 977 1
981 7068 1
981 4782 1
981 89 1
981 7952 1
981 4490 1
981 8265 1
981 2897 1
981 939 1
981 3348 1
981 1861 1
981 6642 1
982 978 1
982 2993 1
982 12060 1
982 5571 1
982 2378 1
982 7586 1
982 2534 1
982 2861 1
982 1882 1
982 8193 1
982 4326 1
982 768 1
982 6605 1
982 3206 1
982 1304 1
982 3990 1
983 10507 1
983 1037 1
983 9937 1
983 2263 1
983 8252 1
983 2232 1
983 3998 1
983 3103 1
983 13220 1
983 980 1
983 5210 1
983 1035 1
983 11465 1
983 1273 1
983 1897 1
983 1051 1
983 2824 1
983 285 1
983 1741 1
983 8600 1
983 783 1
983 828 1
983 646 1
983 1489 1
983 1484 1
983 6373 1
983 220 1
983 2715 1
983 2411 1
983 2564 1
983 4355 1
983 63 1
983 4036 1
983 1065 1
983 3136 1
983 2020 1
983 8263 1
983 3090 1
983 4545 1
983 1149 1
983 2045 1
983 1644 1
983 3650 1
983 10270 1
983 5 1
983 3137 1
983 5499 1
983 1205 1
983 3876 1
983 2042 1
983 1377 1
983 1714 1
984 2499 1
984 1427 1
984 5533 1
984 1393 1
984 3874 1
984 370 1
984 1431 1
984 9208 1
984 193 1
984 87 1
984 2423 1
984 7540 1
984 941 1
984 1241 1
984 4872 1
984 103 1
984 8952 1
984 556 1
984 3775 1
984 2623 1
984 4277 1
984 5461 1
984 131 1
984 3315 1
984 981 1
984 2494 1
984 815 1
984 796 1
984 2923 1
984 476 1
984 2665 1
984 5151 1
984 570 1
984 522 1
984 123 1
985 2548 1
985 8876 1
985 983 1
985 8111 1
985 1844 1
985 1092 1
985 17 1
985 443 1
985 3820 1
985 4326 1
985 221 1
985 4653 1
985 2252 1
985 2224 1
985 2099 1
985 1221 1
985 2446 1
985 6403 1
985 4129 1
985 2042 1
